,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
801.0,Renault KWID RXL,Delhi,2016.0,22000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.02
802.0,Audi A6 35 TDI Matrix,Hyderabad,2011.0,71000.0,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,67.1
803.0,Hyundai Grand i10 Asta Option,Pune,2014.0,25000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,nan
804.0,Maruti Alto LXI,Hyderabad,2010.0,54486.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,nan
805.0,Jaguar XF 2.0 Petrol Portfolio,Kolkata,2017.0,18366.0,Petrol,Automatic,First,10.8,1997.0,246.74,5.0,66.71
806.0,Tata Manza Aqua Safire,Kolkata,2010.0,16000.0,Petrol,Manual,First,15.0,1368.0,90.0,5.0,nan
807.0,Tata Nano XTA,Coimbatore,2017.0,31176.0,Petrol,Automatic,First,21.9,624.0,37.48,4.0,nan
808.0,BMW X1 sDrive20d,Jaipur,2012.0,88375.0,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,nan
809.0,Maruti Wagon R AMT VXI,Jaipur,2017.0,34500.0,Petrol,Automatic,First,20.51,998.0,67.0,5.0,nan
810.0,Toyota Fortuner 4x4 MT,Hyderabad,2012.0,80000.0,Diesel,Manual,First,12.55,2982.0,168.5,7.0,nan
811.0,Volkswagen Polo Diesel Trendline 1.2L,Delhi,2013.0,46000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,nan
812.0,Honda Civic 2010-2013 1.8 V AT,Mumbai,2009.0,70000.0,Petrol,Automatic,Third,13.9,1799.0,130.2,5.0,nan
813.0,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009.0,51000.0,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,nan
814.0,Mahindra XUV500 AT W10 FWD,Delhi,2017.0,25000.0,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,nan
815.0,Hyundai Elantra SX AT,Coimbatore,2017.0,25132.0,Petrol,Automatic,First,14.5,1797.0,147.4,5.0,nan
816.0,Toyota Corolla Altis G,Delhi,2011.0,70000.0,Petrol,Manual,First,14.53,1798.0,138.1,5.0,nan
817.0,Maruti Alto 800 2016-2019 LXI,Kochi,2015.0,48913.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,nan
818.0,Honda City i-DTEC SV,Hyderabad,2014.0,63000.0,Diesel,Manual,First,25.6,1498.0,98.6,5.0,13.33
819.0,Maruti Alto LXi,Jaipur,2011.0,90000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,nan
820.0,Honda Brio S MT,Chennai,2013.0,55000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,nan
821.0,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013.0,51000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,nan
822.0,Maruti Ritz ZXi,Pune,2012.0,35844.0,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,nan
823.0,Nissan 370Z AT,Kolkata,2012.0,14850.0,Petrol,Automatic,First,10.0,3696.0,328.5,2.0,nan
824.0,Audi A6 2011-2015 2.0 TDI,Hyderabad,2014.0,98000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,nan
825.0,Hyundai i20 Asta 1.2,Mumbai,2015.0,17000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
826.0,Hyundai Verna 1.6 CRDI,Mumbai,2013.0,42670.0,Diesel,Manual,First,22.32,1582.0,126.3,5.0,nan
827.0,BMW 6 Series Gran Coupe,Kochi,2014.0,33128.0,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,nan
828.0,Maruti Alto K10 VXI,Chennai,2018.0,7300.0,Petrol,Manual,Second,24.07,998.0,67.1,5.0,4.5
829.0,Hyundai i20 1.4 Sportz,Kolkata,2016.0,53416.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,nan
830.0,Toyota Etios G,Chennai,2011.0,47000.0,Petrol,Manual,Second,17.6,1496.0,88.73,5.0,nan
831.0,Hyundai Sonata Embera 2.0L CRDi MT,Ahmedabad,2008.0,72002.0,Diesel,Manual,Second,13.6,1991.0,142.0,5.0,nan
832.0,Skoda Rapid 1.5 TDI AT Ambition,Pune,2016.0,47000.0,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,15.11
833.0,Audi A6 2011-2015 35 TDI Technology,Coimbatore,2016.0,47634.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,nan
834.0,Volkswagen Polo 1.2 MPI Highline,Ahmedabad,2015.0,62000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,nan
835.0,Ford Classic 1.4 Duratorq CLXI,Chennai,2013.0,65000.0,Diesel,Manual,Second,19.68,1399.0,67.0,5.0,nan
836.0,Renault Koleos 4X2 MT,Hyderabad,2014.0,92448.0,Diesel,Manual,First,17.15,1995.0,147.9,5.0,nan
837.0,Ford Ecosport 1.5 DV5 MT Ambiente,Chennai,2014.0,68000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,nan
838.0,Land Rover Freelander 2 TD4 SE,Mumbai,2011.0,87000.0,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,nan
839.0,Honda Amaze E i-DTEC,Pune,2016.0,108000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,nan
840.0,Volvo V40 Cross Country D3,Chennai,2015.0,60000.0,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,nan
841.0,Hyundai i10 Magna,Chennai,2011.0,82000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
842.0,Ford Figo 1.2P Titanium MT,Jaipur,2016.0,26189.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,nan
843.0,Maruti Ciaz VDi Option SHVS,Jaipur,2016.0,26300.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,nan
844.0,Toyota Fortuner 4x2 AT TRD Sportivo,Mumbai,2016.0,35000.0,Diesel,Automatic,First,12.55,2982.0,168.7,7.0,nan
845.0,Tata Indica Vista Terra Quadrajet 1.3L BS IV,Pune,2010.0,67000.0,Diesel,Manual,First,18.0,1248.0,75.0,5.0,nan
846.0,Hyundai EON Magna,Jaipur,2012.0,42285.0,Petrol,Manual,First,22.0,814.0,55.0,5.0,nan
847.0,Mahindra KUV 100 mFALCON G80 K6 Plus,Kolkata,2017.0,7000.0,Petrol,Manual,First,18.15,1198.0,82.0,6.0,nan
848.0,Hyundai i20 1.2 Spotz,Pune,2016.0,42000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
849.0,Hyundai Santro Xing GLS,Kochi,2015.0,56967.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,nan
850.0,Mercedes-Benz GLA Class 220 d 4MATIC,Coimbatore,2019.0,29566.0,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,49.12
851.0,Maruti Wagon R Stingray LXI,Kochi,2015.0,41836.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,nan
852.0,Mahindra Bolero Power Plus ZLX,Coimbatore,2018.0,19764.0,Diesel,Manual,First,16.5,1493.0,70.0,7.0,10.51
853.0,Tata Indica Vista Aura 1.3 Quadrajet,Kolkata,2009.0,134000.0,Diesel,Manual,First,18.0,1248.0,75.0,5.0,nan
854.0,Hyundai Elite i20 Petrol Sportz,Delhi,2018.0,8321.0,Petrol,Manual,First,18.6,1197.0,81.86,5.0,nan
855.0,Tata Indica Vista TDI LS,Pune,2015.0,174000.0,Diesel,Manual,First,19.1,1405.0,70.0,5.0,nan
856.0,Toyota Qualis FS B3,Pune,2002.0,119613.0,Diesel,Manual,Second,13.1,2446.0,75.0,10.0,nan
857.0,Maruti Swift Dzire LXI,Chennai,2017.0,21000.0,Petrol,Manual,First,20.85,1197.0,83.14,5.0,nan
858.0,Volkswagen Vento 1.5 TDI Highline,Mumbai,2015.0,55600.0,Diesel,Manual,First,20.34,1498.0,103.2,5.0,nan
859.0,Fiat Linea Classic 1.3 Multijet,Kolkata,2014.0,61000.0,Diesel,Manual,First,19.5,1248.0,75.0,5.0,8.65
860.0,Honda Brio S MT,Pune,2013.0,38428.0,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,nan
861.0,BMW 5 Series 520d Sedan,Chennai,2009.0,95000.0,Diesel,Automatic,Second,18.48,nan,nan,nan,nan
862.0,Hyundai i20 1.2 Asta,Mumbai,2012.0,18000.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,nan
863.0,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019.0,7000.0,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,nan
864.0,Hyundai i20 1.2 Asta,Kochi,2016.0,24779.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
865.0,Maruti Wagon R VXI 1.2,Kochi,2019.0,17431.0,Petrol,Manual,First,21.5,1197.0,81.8,5.0,5.79
866.0,Mahindra Scorpio VLS 2.2 mHawk,Chennai,2008.0,88000.0,Diesel,Manual,First,12.05,2179.0,120.0,8.0,nan
867.0,Maruti Wagon R LXI,Kochi,2015.0,29347.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.04
868.0,Maruti Ciaz VDi,Ahmedabad,2015.0,24000.0,Diesel,Manual,First,26.21,1248.0,88.5,5.0,nan
869.0,Audi A4 35 TDI Premium Plus,Coimbatore,2016.0,60249.0,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,53.14
870.0,Maruti Ciaz 1.4 Zeta,Mumbai,2017.0,15000.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,nan
871.0,Ford Freestyle Titanium Plus Diesel,Kolkata,2018.0,3013.0,Diesel,Manual,First,24.4,1498.0,98.63,5.0,9.12
872.0,Toyota Etios GD,Kolkata,2013.0,60000.0,Diesel,Manual,First,23.59,1364.0,null bhp,5.0,nan
873.0,Mahindra XUV500 W8 4WD,Hyderabad,2013.0,83503.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,nan
874.0,Chevrolet Cruze LTZ,Mumbai,2011.0,69000.0,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,nan
875.0,Hyundai EON D Lite Plus Option,Kolkata,2018.0,54000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,nan
876.0,Maruti Ritz VDi,Bangalore,2013.0,49000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,nan
877.0,Toyota Etios Liva GD,Hyderabad,2013.0,86000.0,Diesel,Manual,First,23.59,1364.0,null bhp,5.0,nan
878.0,Maruti Wagon R VXI,Chennai,2010.0,36000.0,Petrol,Manual,Second,22.5,998.0,67.04,5.0,5.51
879.0,Ford EcoSport 1.5 Ti VCT MT Titanium,Coimbatore,2018.0,12899.0,Petrol,Manual,First,15.85,1499.0,110.4,5.0,nan
880.0,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016.0,56839.0,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,15.05
881.0,Maruti Swift VVT ZXI,Pune,2012.0,46972.0,Petrol,Manual,First,22.0,1197.0,81.8,5.0,nan
882.0,Mahindra Xylo D4,Coimbatore,2015.0,96012.0,Diesel,Manual,First,14.95,2489.0,93.7,7.0,11.91
883.0,Toyota Etios Liva V,Kochi,2012.0,59311.0,Petrol,Manual,First,18.3,nan,nan,nan,nan
884.0,Honda CR-V 2.4 AT,Ahmedabad,2010.0,90000.0,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,nan
885.0,Fiat Punto EVO 1.3 Emotion,Kochi,2016.0,32835.0,Diesel,Manual,First,20.5,1248.0,91.7,5.0,8.6
886.0,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017.0,60739.0,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,nan
887.0,Fiat Abarth 595 Competizione,Mumbai,2017.0,19476.0,Petrol,Automatic,First,19.0,1368.0,160.0,4.0,nan
888.0,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017.0,15000.0,Petrol,Manual,First,18.88,999.0,123.24,5.0,nan
889.0,Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2011.0,53000.0,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,nan
890.0,Hyundai Grand i10 Sportz,Chennai,2016.0,20000.0,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,nan
891.0,Mercedes-Benz M-Class ML 320 CDI,Hyderabad,2008.0,67000.0,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,nan
892.0,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2009.0,140000.0,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,nan
893.0,Honda Accord 2.4 AT,Delhi,2011.0,25000.0,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,nan
894.0,Maruti Wagon R LXI,Jaipur,2007.0,69000.0,Petrol,Manual,Second,18.9,998.0,67.1,5.0,nan
895.0,Hyundai i20 1.4 CRDi Magna,Hyderabad,2013.0,65461.0,Diesel,Manual,First,21.9,1396.0,90.0,5.0,nan
896.0,Maruti Swift VXI,Kolkata,2014.0,33000.0,Petrol,Manual,First,18.6,1197.0,85.8,5.0,nan
897.0,Honda City 1.5 E MT,Ahmedabad,2011.0,52000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,nan
898.0,Volkswagen Polo 1.2 MPI Comfortline,Kochi,2015.0,29215.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,nan
899.0,Hyundai Accent Executive LPG,Jaipur,2010.0,40000.0,LPG,Manual,Second,13.2,1495.0,93.7,5.0,nan
900.0,ISUZU D-MAX V-Cross 4X4,Jaipur,2017.0,290000.0,Diesel,Manual,First,12.4,2499.0,134.0,5.0,nan
901.0,Honda BR-V i-VTEC VX MT,Coimbatore,2017.0,14519.0,Petrol,Manual,First,15.4,1497.0,117.3,7.0,15.55
902.0,Maruti Swift Dzire Tour LDI,Jaipur,2012.0,350000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,nan
903.0,Honda Mobilio V i DTEC,Kolkata,2014.0,39000.0,Diesel,Manual,First,24.2,1498.0,98.6,7.0,nan
904.0,Maruti Ertiga VXI,Coimbatore,2016.0,40130.0,Petrol,Manual,First,16.02,1373.0,93.7,7.0,nan
905.0,Mitsubishi Pajero Sport 4X2 AT,Bangalore,2015.0,58000.0,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,34.1
906.0,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2013.0,43000.0,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,nan
907.0,Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,2017.0,15500.0,CNG,Manual,First,15.1,1196.0,73.0,5.0,nan
908.0,Volkswagen Vento 1.6 Trendline,Mumbai,2011.0,34948.0,Petrol,Manual,First,16.09,1598.0,103.5,5.0,10.36
909.0,Maruti Versa DX2,Bangalore,2006.0,98245.0,Petrol,Manual,Third,11.3,1298.0,83.1,8.0,nan
910.0,Honda City i DTEC SV,Delhi,2014.0,36390.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,nan
911.0,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2010.0,122000.0,Petrol,Manual,First,17.5,1197.0,85.8,5.0,nan
912.0,Volkswagen Vento Diesel Trendline,Ahmedabad,2013.0,79003.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,nan
913.0,Skoda Laura 1.9 TDI AT Ambiente,Kochi,2013.0,78830.0,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,nan
914.0,Honda Brio V MT,Mumbai,2011.0,53000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,nan
915.0,Maruti A-Star Vxi,Chennai,2009.0,53000.0,Petrol,Manual,Second,19.0,998.0,66.1,5.0,nan
916.0,Maruti SX4 VDI,Jaipur,2011.0,82000.0,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,nan
917.0,Hyundai Elantra 1.6 SX,Mumbai,2013.0,95000.0,Diesel,Manual,First,22.54,1582.0,126.2,5.0,20.69
918.0,Maruti Alto K10 LXI,Kochi,2017.0,18090.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.25
919.0,Maruti Alto LX,Pune,2004.0,70332.0,Petrol,Manual,Third,19.7,796.0,46.3,5.0,nan
920.0,Datsun redi-GO T Option,Jaipur,2018.0,46000.0,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.99
921.0,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015.0,63402.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,nan
922.0,Honda City i DTec SV,Kolkata,2017.0,13000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,nan
923.0,Mercedes-Benz New C-Class C 250 CDI Elegance,Pune,2010.0,65505.0,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,nan
924.0,Hyundai Sonata Embera 2.4L MT,Pune,2006.0,154000.0,Petrol,Manual,Third,13.2,2359.0,165.0,5.0,nan
925.0,Chevrolet Spark 1.0 LS,Bangalore,2008.0,85142.0,Petrol,Manual,Second,18.0,995.0,62.0,5.0,nan
926.0,Volkswagen Polo 1.2 MPI Highline,Jaipur,2016.0,45000.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,nan
927.0,Hyundai i10 Sportz 1.2,Delhi,2011.0,48000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
928.0,Toyota Etios Liva G,Delhi,2012.0,77800.0,Petrol,Manual,First,18.3,1197.0,null bhp,5.0,nan
929.0,Maruti Alto K10 VXI,Kochi,2016.0,39549.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.09
930.0,Honda CR-V 2.4 AT,Kochi,2011.0,100922.0,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,nan
931.0,Hyundai Verna 1.6 VTVT EX AT,Chennai,2013.0,55000.0,Petrol,Automatic,First,17.01,1591.0,121.4,5.0,nan
932.0,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011.0,45000.0,Diesel,Automatic,Second,14.94,2143.0,204.0,5.0,nan
933.0,Honda Amaze VX CVT i-VTEC,Jaipur,2017.0,145000.0,Petrol,Automatic,First,18.1,1199.0,88.7,5.0,nan
934.0,Mahindra Xylo E8,Kolkata,2011.0,45000.0,Diesel,Manual,First,14.0,2498.0,112.0,8.0,nan
935.0,Hyundai Sonata Transform 2.4 GDi AT,Bangalore,2012.0,44000.0,Petrol,Automatic,First,12.37,2359.0,198.25,5.0,nan
936.0,Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015.0,48000.0,Diesel,Manual,First,21.38,1396.0,88.7,5.0,nan
937.0,Toyota Innova 2.5 G4 Diesel 7-seater,Kochi,2011.0,64139.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,nan
938.0,Honda Jazz 2020 Petrol,Kochi,2019.0,11574.0,Petrol,Manual,First,0.0,1199.0,88.7,nan,nan
939.0,Maruti Alto 800 CNG LXI,Kolkata,2013.0,14311.0,CNG,Manual,First,30.46,796.0,47.3,5.0,nan
940.0,Hyundai i20 Magna 1.2,Bangalore,2016.0,20000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
941.0,Mercedes-Benz SLC 43 AMG,Coimbatore,2018.0,18338.0,Petrol,Automatic,First,19.0,2996.0,362.07,2.0,1.06 Cr
942.0,Hyundai i20 1.4 Sportz,Kochi,2019.0,17964.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,nan
943.0,Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012.0,55500.0,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,nan
944.0,Mahindra Scorpio VLX 2WD Airbag BSIII,Chennai,2008.0,130000.0,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,nan
945.0,Mercedes-Benz GLE 350d,Hyderabad,2016.0,50000.0,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,92.01
946.0,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015.0,49830.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,nan
947.0,BMW 5 Series 2003-2012 520d,Kolkata,2009.0,49000.0,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,nan
948.0,Ford Ecosport 1.5 DV5 MT Ambiente,Kolkata,2013.0,53967.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,nan
949.0,Maruti SX4 Zxi BSIII,Mumbai,2011.0,54000.0,Petrol,Manual,First,15.0,1586.0,104.68,5.0,nan
950.0,Hyundai i20 1.4 Asta AT (O) with Sunroof,Hyderabad,2009.0,75000.0,Petrol,Automatic,First,15.0,1396.0,100.0,5.0,nan
951.0,Hyundai Xcent 1.1 CRDi S,Pune,2016.0,100000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,nan
952.0,Renault Lodgy 110PS RxL,Chennai,2015.0,142000.0,Diesel,Manual,First,19.98,1461.0,108.5,8.0,nan
953.0,Renault Duster 110PS Diesel RxZ,Jaipur,2012.0,83388.0,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,nan
954.0,Maruti Swift Dzire VXi,Delhi,2012.0,62000.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,nan
955.0,Honda City i DTec VX,Kolkata,2016.0,61000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,nan
956.0,Audi A4 3.0 TDI Quattro Premium,Bangalore,2011.0,45000.0,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,nan
957.0,Mercedes-Benz E-Class 250 D W 124,Bangalore,2013.0,33000.0,Diesel,Manual,First,10.0,1796.0,157.7,5.0,nan
958.0,Toyota Innova 2.5 LE 2014 Diesel 8 Seater,Pune,2014.0,113565.0,Diesel,Manual,First,12.99,2494.0,100.6,8.0,nan
959.0,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Hyderabad,2008.0,131000.0,Diesel,Manual,First,15.0,1896.0,105.0,5.0,nan
960.0,Mahindra Bolero ZLX,Delhi,2015.0,72253.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,10.94
961.0,Maruti Swift Dzire VXI,Coimbatore,2016.0,46346.0,Petrol,Manual,First,20.85,1197.0,83.14,5.0,nan
962.0,Honda City 1.5 V MT,Hyderabad,2016.0,37000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,nan
963.0,Hyundai Grand i10 1.2 CRDi Sportz,Coimbatore,2019.0,56371.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,8.28
964.0,Tata Indigo CS eVX,Pune,2016.0,98500.0,Diesel,Manual,First,25.0,1396.0,69.01,5.0,nan
965.0,Maruti Baleno Zeta 1.3,Ahmedabad,2015.0,71588.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,nan
966.0,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2014.0,68000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,nan
967.0,Mercedes-Benz E-Class E240 V6 AT,Mumbai,2003.0,66800.0,Petrol,Automatic,Second,11.2,2497.0,203.0,5.0,nan
968.0,Maruti Swift Dzire Vdi BSIV,Chennai,2016.0,90000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,nan
969.0,Nissan Terrano XE 85 PS,Jaipur,2013.0,54000.0,Diesel,Manual,First,20.45,1461.0,83.8,5.0,nan
970.0,Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011.0,87248.0,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,nan
971.0,Maruti Celerio VXI,Pune,2017.0,9052.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,nan
972.0,Hyundai Santro Xing GLS,Delhi,2014.0,67320.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,nan
973.0,Volkswagen Polo 1.2 MPI Highline,Kochi,2018.0,28635.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,nan
974.0,Mahindra Bolero ZLX,Kochi,2016.0,78904.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,10.94
975.0,BMW 5 Series 2013-2017 530d M Sport,Kochi,2018.0,16409.0,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,nan
976.0,Honda City 1.5 V MT Sunroof,Delhi,2012.0,61180.0,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,nan
977.0,Hyundai i20 Sportz 1.2,Delhi,2014.0,59577.0,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,nan
978.0,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Mumbai,2016.0,24104.0,Diesel,Manual,First,12.99,2494.0,100.0,8.0,nan
979.0,BMW 5 Series 2007-2010 525d Sedan,Mumbai,2008.0,69000.0,Diesel,Automatic,Third,16.73,2495.0,218.0,5.0,nan
980.0,Volkswagen Polo GT TSI,Bangalore,2015.0,35000.0,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,nan
981.0,Mitsubishi Pajero Sport 4X2 AT,Ahmedabad,2014.0,75000.0,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,32.41
982.0,Maruti Ertiga VXI,Jaipur,2014.0,98000.0,Petrol,Manual,First,16.02,1373.0,93.7,7.0,nan
983.0,Audi A6 2011-2015 2.0 TDI Technology,Chennai,2014.0,51843.0,Diesel,Automatic,Third,17.68,1968.0,174.33,5.0,nan
984.0,Maruti Swift Dzire VDI,Jaipur,2013.0,80000.0,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,nan
985.0,Toyota Fortuner 3.0 Diesel,Pune,2009.0,110000.0,Diesel,Manual,Third,11.5,2982.0,171.0,7.0,nan
986.0,Hyundai i10 Sportz 1.1L,Kochi,2015.0,75383.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,nan
987.0,Mahindra TUV 300 2015-2019 T8 AMT,Kochi,2017.0,31861.0,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,nan
988.0,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mumbai,2011.0,57900.0,Diesel,Manual,First,15.8,2148.0,170.0,5.0,nan
989.0,Maruti Swift Dzire Ldi BSIV,Delhi,2014.0,48000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,nan
990.0,Hyundai i20 Magna,Kochi,2015.0,33544.0,Petrol,Manual,First,18.5,1197.0,82.85,5.0,nan
991.0,Maruti Swift VDI BSIV,Chennai,2015.0,65000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,nan
992.0,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017.0,103189.0,Diesel,Manual,First,13.68,2393.0,147.8,8.0,24.01
993.0,Toyota Etios V,Kochi,2017.0,35007.0,Petrol,Manual,First,16.78,1496.0,88.73,5.0,nan
994.0,Toyota Corolla Altis Diesel D4DG,Pune,2010.0,98000.0,Diesel,Manual,First,21.43,1364.0,87.2,5.0,nan
995.0,Hyundai Grand i10 1.2 CRDi Magna,Hyderabad,2017.0,25678.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,7.9
996.0,Maruti SX4 ZDI,Coimbatore,2015.0,65636.0,Diesel,Manual,First,21.79,1248.0,88.73,5.0,nan
997.0,Audi A6 2011-2015 35 TDI Premium,Kochi,2015.0,21730.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,nan
998.0,Honda Amaze S i-Vtech,Chennai,2013.0,46112.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,nan
999.0,Hyundai i20 Magna 1.2,Kolkata,2015.0,20000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
1000.0,Mahindra XUV500 W6 2WD,Hyderabad,2013.0,67000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,nan
1001.0,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Ahmedabad,2016.0,29000.0,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,nan
